Depth;Sample;Calendar years BP;Pollen sum;Abies;Acer;Achillea/Anthemis-type;Agrostemma githago;Allium-type;Alnus;Amaranthaceae;Anagallis arvensis;Anagallis tenella;Anemone nemorosa-type;Angiospermae undiff. (herbs);Apiaceae undiff.;Armeria;Artemisia;Asphodelus-type;Asteraceae undiff.;Betula;Bistorta officinalis-type;Boraginaceae undiff.;Brassicaceae;Bryophyta undiff.;Bupleurum-type;Buxus;Calligonum-type;Campanulaceae;Carpinus betulus;Caryophyllaceae undiff.;Castanea;Cedrus;Celtis;Centaurea cf. C. cyanus/montana-type;Centaurea scabiosa;Centaurea solstitialis-type;Cichorioideae;Cirsium;Clusiaceae/Hypericaceae cf. Hypericum;Consolida ambigua-type;Cornaceae;Corylus;Cupressaceae-type;Cyperaceae undiff.;Digitalis-type;Dipsacoideae;Echium-type;Ephedra distachya;Ephedra fragilis-type;Epilobium;Ericaceae;Euonymus europaeus;Fabaceae undiff.;Fagus;Filipendula;Fraxinus excelsior-type;Fraxinus ornus;Fraxinus undiff.;Fritillaria-type;Fumana;Galium-type;Geranium;Hedera;Helianthemum;Helleborus foetidus;Helleborus viridis;Hippophaë;Humulus/Cannabis;Ilex;Indeterminable (broken);Indeterminable (concealed);Indeterminable (crumpled);Indeterminable (degraded);Juglans;Larix;Liliaceae;Linum;Lithospermum;Lonicera;Lotus;Malvaceae undiff.;Marrubium-type;Mentha-type;Menyanthes;Olea;Ononis;Ostrya;Oxyria-type;Papaveraceae;Pedicularis;Persicaria amphibia;Persicaria maculosa-type;Persicaria undiff.;Phillyrea;Picea;Pinus subg. Strobus;Pinus undiff.;Pistacia;Plantago;Poaceae (Cerealia-type);Poaceae undiff.;Populus;Potentilla-type;Poterium sanguisorba;Primulaceae undiff.;Prunus spinosa;Pterocarya;Quercus ilex;Quercus undiff.;Ranunculus;Resedaceae;Rhamnaceae;Rosaceae cf. Geum;Rosaceae undiff.;Rumex;Salix;Sambucus;Sanguisorba officinalis;Saxifragaceae;Scilla-type;Scrophulariaceae;Scutellaria-type;Serratula-type;Solidago-type;Sorbus;Spermatophyta undiff. (trees/shrubs);Tamarix;Taxus;Thalictrum;Thymelaeaceae cf. Daphne;Tilia;Trifolium-type;Ulmus;Urtica-type;Valeriana;Veronica-type;Viburnum;Vicia;Viscum;Vitis;cf. Alchemilla;cf. Androsace;cf. Centaurium;cf. Chrysosplenium;cf. Circaea;cf. Daphne;cf. Epilobium;cf. Euphorbia;cf. Frangula/Bruckenthalia;cf. Helianthemum;cf. Larix;cf. Mentha;cf. Mercurialis;cf. Myrica;cf. Onobrychis-type;cf. Platanus;cf. Rutaceae;cf. Sambucus;cf. Sedum
1351;434472;26320;484;;2;8;;;1;4;;;;;10;;52;;;3;;;4;;;2;;;1;1;;;;;;;2;2;;;1;;83;7;6;;;2;1;;;;2;7;;;;;;;9;;;2;;;10;;;4;1;5;;;;;;;;;;;;;;;;;;;;;;;2;;50;;5;;170;;;1;1;;;;4;1;;;;2;3;2;;;;;;;;3;;;;;6;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
1356;434473;26415;354;;1;3;;;1;7;;;;;1;;42;;;2;;;;;;;;;;;;;;;;;1;;;;;;89;5;;;;;;;;;;2;;;;;;;6;;;4;;;5;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;2;;52;;3;;110;;;;;;;;7;;;;;;;;;;;;;;;4;;;;;1;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;
1362;434474;26500;387;2;;8;;;1;26;;;;;7;;71;;;2;;;1;;;;;;;2;;;;;;2;2;1;;;;;20;3;;;;;1;;;;;1;;;;;;;4;;;9;3;;4;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;38;;6;;160;;;;;;;;;3;;;;;3;;;;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1366;434475;26580;487;;1;3;;;;33;;;;;4;;97;;;;;1;2;;;;;;;3;;;;;;1;4;;;;;;44;3;;;;3;3;;;;;2;;;;;;;12;;;4;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;50;;5;;187;;;;;;;;;7;;;;;;1;3;;;;;;;2;;;;;5;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;
1370;434476;26640;448;;;10;;;1;27;;;;;9;;74;;;1;;;2;;;;;;;2;;;;;;;1;4;;;;;18;8;;;;2;1;;;;;2;;;;;;;8;;;7;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;13;;204;;;1;;;;;1;1;;;;;1;;;;;1;;;;3;;;;;5;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;
1372;434477;26665;517;1;1;10;;1;;21;;;;;18;;40;;;4;;;1;;;;;;;5;;;;;;;3;2;;;;;41;7;;1;;1;2;;;;;11;;;;;;;8;;;7;;;6;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;87;;9;;190;;;;;;;;15;;;;;;2;;1;;;;;;;7;;;;;7;2;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;
1376.5;434478;26715;483;;;3;;;2;12;;;;;7;;37;;;1;;;2;;;;;;;;3;;;;;;1;;;;;;179;2;2;;;1;;;;;3;5;;1;;;;;12;;;2;;;5;;;2;;12;;;;;;;;;;;;;;;1;;;;;;;;1;;23;;5;;148;;;1;;;;;1;2;;;;;2;1;;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1379.8;434479;26765;385;;;7;;;;18;;;;;8;1;29;;;2;;;1;;;;;;;4;;;;;;;4;4;;;;;43;14;;;;1;4;;;;;3;;;;;;;6;;;8;;;5;;;2;;1;;;;;;;;;;;1;;;;;;;;;;;;;;45;;4;;154;;;;;;;;6;2;;;;;2;;2;;;1;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1386.3;434480;26840;390;;;;;;1;17;;;;;6;;115;;;1;;;;;;;;1;;6;;;;;;;2;;;;;;8;5;;;;;;1;;;1;2;;;;;;;4;;;6;;;3;;;;;1;;;;;;;;;;;;;;;1;2;;;;;;;;;16;;6;;164;;;;;;;;1;2;;;;1;;2;;;;;;;;13;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1390.5;434481;26880;384;;;12;;;;28;;;;;5;;106;;;1;;;1;;;;;;;9;;;;;;1;6;2;;;;;2;7;1;;;3;1;;;;;2;;1;;;;;3;;;4;;;1;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;21;;3;;143;;;1;1;;;;1;1;;;;;5;;;;;;;;;3;;;;;4;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
1396.5;434482;26890;367;;;5;;;;18;;;;;6;;81;;;1;;;1;;;2;;;;1;;;;;;;3;1;;;;;16;;;;;1;;;;;;2;;;;;;;17;;;1;;;5;;;3;1;6;;;;;;;;;;;;;1;;;;;;;;;;;;9;;3;;169;;;;;;;;3;;;;;;3;1;;;;;;;;1;;;;;5;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1401;434483;26995;428;;;8;;;;34;;;;;9;;117;;;1;;1;1;;;;;;;5;;;;;;;;1;;;;;5;3;;;;1;;;;;;1;;;;;;;1;;;6;;;1;;;1;;2;1;;;;;;;;;;2;;;;;;;;;;;;;;29;;12;;175;;;;;;;;2;2;;;;;1;;;;;;;;;1;;;;;3;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;
1407;434484;27100;383;;;11;;;;34;;;;;6;;112;;;1;;;1;;;;;;;5;;;;;;2;5;5;;;;;2;4;;;;1;1;;;;;;;;;;;;5;;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;8;;145;;;;;;;;4;;;;;;3;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1413.5;434485;27160;322;;;4;;;;42;;;;;3;;147;;;;;;3;;;;;;;1;;;;;;5;7;7;;;;;1;1;;;;;1;;;;;;;;;;;;2;;;2;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;7;;2;;71;;;;;;;;2;2;;;;;1;;;;;;;;;2;;;;;3;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;
1418.5;434486;27182;148;1;;;;;;14;;;;;3;;27;;;;;;1;;;;;;;;;;;;;1;2;4;;;;;8;;;;;1;;;;;;;;;;;;;6;;;;;;;;;6;;25;;;;;;;;;;;;;;;1;;;;;;;;;;3;;1;;39;;;;;;;;1;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1421.8;434487;27189;287;;;5;;;1;41;;;;;4;;74;;;1;;2;10;;;;;;;11;;;;;;5;17;10;;;;1;2;;;;;2;2;;;;;1;;;;;;;2;;;2;2;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;1;;5;;4;;66;;;;;;;;1;2;;;;;2;;;;;;;;;4;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
1422.6;434488;27191;252;;;11;;;;15;;;;;1;;34;;;;;1;18;;;;;;;15;;;;;;8;14;14;;;;1;;;;;;1;1;;;;;;;;;;;;3;;;4;2;;;;;1;;4;4;;;;;;;;;;;;;;;;;;;;;;;;12;;1;;80;;;;;;;;;1;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423.4;434489;27192;189;;;2;;;;13;;;;;2;;22;;;;;;16;;;;;;;10;;;;;;2;13;3;;;;1;3;;4;;;1;3;;;;;;;;;;;;1;;;6;2;;;;;1;;8;7;;;;;;;;;;;;;;;;;;;;;;;;11;;;;46;;;;;;;;;1;;;;;1;;;;;;;;;5;;;;;2;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;
1423.8;434490;27193;290;;;4;;;;43;;;;;6;;37;;;1;;;32;;;;;;1;5;;;;;;3;12;6;;;;;2;2;;;;4;2;;;;;1;;;;;;;1;;;3;4;;;;;2;;5;2;;;;;;;;;;;;;;;;;;;;;;;;7;;;;99;;;;;;;;;;;;;1;2;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;434491;27196;161;;;;;;;19;;;;;4;;18;;;1;;;2;;;;;;;4;;;;;;1;6;9;;;;;3;;;;;1;2;;;;;;;;;;;;;;;3;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;10;;1;;70;;;;;;;;1;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1461.5;434492;27275;475;;;5;;;2;41;;;;;8;;116;;;5;;2;;;;;;;;2;;;;1;;;2;1;;;;1;76;1;;;;;;;;;;;;;;;;;6;;;5;;;;;;3;;6;;;;;;;;;;;1;;;;;;1;;;;;;;;14;;2;;156;;;;;;;;9;;;;;;3;;;;;;;;;2;;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
1481;434493;27400;355;1;;10;;;2;30;;;;;7;;101;;;1;;;;;;;;;;1;;;;;;;2;;;;;;37;5;;;;;;;;;1;3;1;;;;;;7;;;3;;;1;;;2;2;6;;;;;;;;;;;;;1;;1;;1;;;;;1;;;12;;4;;94;;;;;;;;7;;;;;;3;1;;;;1;;;;1;;;;;3;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;
1490.5;434494;27435;408.5;;;;;;;88;;;;;2;;73;;;2;;1;;;;1;;;;10;;;;;;1;3;;;;;;1;3;;;;;;;;;1;;;;;;;;4;;;8;;;;;;;;5;;;;;;;;;1;;;;;;;;;;;;;;2;;75.5;;1;;86;;;;;;;;7;1;;;;1;;;;;;;;;;20;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1500.5;434495;27495;414;2;;2;;;;23;;;;;6;;78;;;1;;;;;;1;;;;;;;;;;;1;4;;;;;39;2;;;;3;;;1;;3;;;;;;;;11;;;2;;;1;1;;;;5;1;;;;;;;;;;;;2;;1;;;;;;;;;;23;;2;;182;;;;;;;;3;;;;;;3;1;;;;;;;;6;;;;;3;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1518;434496;27670;363;;;2;;;3;16;;;;;3;;63;;;2;;1;1;;;;;;;1;1;;;;;;3;;;;;;81;2;3;;;1;;;;;;1;;;;;;;5;;;2;;;2;;;5;;9;;;;;;;;;;;;;1;;2;;;;;;;;;;19;;3;;113;;;;;;;;4;2;;;;;;;;;;;;;;5;;;;;5;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;
1655.5;434497;30390;405;;;8;;;;28;;;;;13;;99;;;2;;1;2;;;;;;1;;;;;;;;;2;;;;;18;4;1;1;;1;;;;;;;;;;;;;3;;;3;;;2;;;;;2;;;;;;;;;;;;;1;;3;;;;;;;1;1;;22;;3;;160;;;;;;;;8;;;;;;4;1;;;;;;;;1;;;;;6;;1;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;
1679.5;434498;30685;322;2;;2;;;;14;;;;;10;;59;;;4;;;;;;;;;;;;;;;;1;;1;;;;;9;4;;;;2;;;1;;;4;;;;;;;9;;;2;;;;;;;;10;;;1;;;;;;;;;;2;;1;;;;;;;;1;;22;;;;128;;;1;;;;;18;;;;;;2;;;;;;;;;2;;;;;5;;;;1;;;;;;;;;;;;;;;4;;;;;;;;;;;
1689.5;434499;30795;430;1;;5;;;1;27;;;;;5;;30;;;1;1;;6;;;;;;;3;;;;;;1;;2;;;;1;14;8;;;;1;;;;;;18;;;;;;;7;;;1;;;3;;;1;;;;;;;;;;;;;;;;;7;;;;;;;;2;;56;;4;;173;;;2;;;;;40;3;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;
1699;434500;30981;361;;;;;;1;9;;;;;12;;39;;;11;;;2;;;;;1;;6;;;;;;;2;;;;;1;7;15;;;;;;;;;1;3;;;;;;;13;;;2;;;4;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;38;;2;;152;;;;;;;;26;2;;;;;;2;;;;;;;;3;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
1729;434501;31174;374;2;;4;;;1;20;;;;;3;;35;;;7;;;1;;;;;;1;;;;;;;;;;;;;1;21;8;;;;1;;;;;1;8;;;;;;;7;;;;;;3;1;;2;;2;;;;;;;;;;;;1;1;;2;;1;;;;;;2;;33;;1;;157;;;;;;;;32;;;;;;2;7;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;
1737;434502;31314;376;2;;3;;;1;15;;;;;3;;25;;;3;;2;2;22;;;;;1;10;;;;;;;7;6;;;;;2;14;;;;1;;;;;;2;;;;;;;5;;;;;;1;;;3;;28;;;;;;;;;;;;;1;;;;;;;;;;1;;42;;3;;142;;;;;;;;11;1;;;;;1;;;;;;;;;12;;;;;2;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;
1746.5;434503;31368;343.5;1;;;;;;5;;;;;3;;25;;;3;;;;;;;;;;6;;;;;;2;2;;;;;;2;11;;;;1;3;;;;;5;;;;;;;4;;;2;;;3;;;;;3;;;1;;;;;;;;;;;;1;;;;;;;;;;59.5;;2;13;155;;;;;;;;20;2;;;;1;;;2;;1;;;;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1765.5;434504;31554;240;;;1;;;1;28;;;;;3;;25;;;;;;;;;;;;;11;;;;;;1;9;3;;;;1;2;;;;;;;;;;;3;;;;;;;4;;;;;;2;;;;2;22;4;;;;;;1;;;;;;;;;;;;;;;1;;;11;;1;;88;;;;;;;;11;;;;;;;;;;1;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1785.5;434505;31721;328;;;5;;;1;37;;;;;13;;81;;;1;;;;;;;;;;1;;;;;;;3;3;;;;1;1;;;;;2;;;;;;2;2;;;;;;6;;;;;;1;;;;;9;4;;;;;;;;;;;;;;3;;;;;;;;;;6;;3;;129;;;;;;;;4;;;;;;;;;;;;;;;5;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1796;434506;31855;502;;;16;;;1;60;;;;;2;;60;;;1;;;;;;;;;;1;;;;;;;5;2;;;;;2;12;;;;4;;;;;;3;;;;;;;3;;;5;;;2;;;3;;10;;;;;;;;;;;;;;;1;;;;;;;;1;;60;;5;;209;;;;;;;;14;;;;;;2;1;;;;;;;;5;;;;;8;;;;;;;;;;;1;;;;;;;;3;;;;;;;;;;;
1808.5;434507;32061;426;3;;;;;3;9;;;;;8;;47;;;3;;;2;;;;;;2;26;1;;;;;;2;;;;;3;6;7;;;;;;;;;;8;;2;;;;;4;;;2;;;;;;;;3;;;;;;;;;;;;;8;;3;;;;;;;;3;;54;;2;;156;;;;;;;;41;;;;;1;;;1;;;;;;;7;;;;;3;;1;;5;;;;;;;;;;;;;;;;;;;;;;;;;;
1817.5;434508;32210;429;3;;;;;;16;;;;;5;;16;;;4;;;5;;;1;;;1;2;1;;;;;;2;2;;;;2;4;10;;;;4;;;;;1;15;;;;;;;3;;;;;;2;1;;;;1;;;;;;;;;;;;;1;;2;;;;;;;;2;;122;;1;;140;;;;;;;;46;1;;;;1;1;;;;;1;;;;1;;;;2;2;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;
1826.2;434509;32355;392;1;;3;;;4;47;;;;;5;;41;;;3;;;1;;;;;;2;11;;;;;;;7;1;;;;;2;2;1;;;;;;;;1;2;2;;;;;;10;;;2;;;1;;;;;12;1;;;;;;;;;;;;;;;;;;;;;;1;;8;;1;;169;;;;;;;;38;1;;;;;;1;1;;;;;;;2;;;;;6;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
1844.5;434510;32675;292;;;6;;;;26;;;;;6;;54;;;;;;2;;;;;;;3;;;;;;;1;;;;;;14;1;1;;;;;;;;2;7;;;;;;;3;;;;;;;;;1;5;14;;;;;;;;;;;;;;;4;;;;;;;;;;5;;1;;122;;;;;;;;9;;;;;;;;;;;;;;;2;;;;;;;;;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;
1860.9;434511;32956;578;;;3;;;;32;;;;;4;;78;;;2;;;;300;;;;;;1;;;;1;;;1;1;;;;;8;4;;;;4;;;;;;1;;;;;;;4;;;;;;;;;1;;8;;;;;;;;;;;;;;;1;;;;;;;;1;;9;;1;3;96;;;;;;;;4;;;;;;3;;;;;;;;;1;;;;;4;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;
1883.5;434512;33318;621;1;;10;;;1;26;;;;;9;;65;;;2;;;;300;;;;;;4;;;;;;1;3;1;;;;;5;;;;;6;;;;;;2;1;;;;;;8;;;3;;;;;;1;;11;;;;;;;;;;;;;;;;;;;;;;;;;7;;1;3;129;;;;;;;;11;;;;;;4;;;;;;;;;4;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907.5;434513;33544;333;;;;;;3;31;;;;;2;;50;;;1;;;;;;;;;1;5;;;;;;;4;1;;;;;2;4;;;;;;;;;;7;;2;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;2;;154;;;;;;;;20;;;;;;;;;;;;;;;3;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
1918;434514;33646;256;1;;1;;;1;20;;;;;2;;20;;;1;;;1;;;;;;2;5;;;;;;;1;;;;;;1;;;;;2;;;;;1;15;;1;;;;;2;;;2;;;2;;;;;3;;;;;;;;;;;;;2;;;;;;;;;;;;17;;2;;135;;;;;;;;8;;;;;;1;;;;;;;;;2;;;;;4;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;
1927.5;434515;33753;364;8;;1;;;1;14;;;;;7;;44;;;2;;;2;;;;;;1;4;;;;;;1;2;;;;;;3;;2;;;4;;;;;2;18;;;;;;;7;;;1;;;2;;;2;;12;;;;;;;;;;;;;;;2;;;;;;;;;;24;;1;;166;;;;;;;;15;;;;;;;1;;;;;;;;1;;;;;7;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;
1936.5;434516;33816;196;10;;1;;;;7;;;;;;;7;;;;;;;;;;;;5;5;;;;;;;2;;;;;1;;2;;;;1;;;;;1;7;;;;;;;6;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;;;64;;1;;54;;;;;;;;15;;;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;434517;33963;324;3;;;;;1;10;;;;;15;;16;;;1;;;1;;;;;;2;3;;;;;;1;8;2;;;;1;1;2;;;;1;;;;;1;16;;1;;;;;4;;;2;;;1;;;2;;9;1;;;;;;;;;;;;;;2;;;;;;;;;;69;;1;;110;;;;;;;;26;2;;;;;2;;;;;1;;;;1;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;434518;34021;178;7;;1;;;;6;;;;;1;;5;;;1;;;;;;;;;;1;3;;;;;;2;1;;;;;;3;;;;3;;;1;;6;11;;;;;;;5;;;1;;;1;;;1;;10;;;;;;;;;;;;;;;2;;;;;;;;1;;59;;;;29;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
2037.5;434519;34046;103;4;;1;;;1;1;;;;;;;1;;;1;;;;;;;;;3;;1;;;;;1;3;;;;;1;;3;;;;;;;;;5;15;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;30;;;;22;;;;;;;;5;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
2071.5;434520;34086;111;4;;;;;;4;;;;;;;1;;;1;;;;;;;;;2;1;;;;;;;1;;;;;;1;2;;;;;;;;;3;5;;;;;;;2;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;32;;;;;;;;14;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2091;434521;34107;263;3;;1;;;;6;;;;;5;;12;;;;;;;;;;;;1;1;;;;;;1;1;3;;;;1;3;4;1;;;;;;;;;6;;1;;;;;1;;;1;;;1;;;1;;11;;;;;;;;;;;;;1;;;;;;;;;;;;33;;1;;134;1;;;;;;;14;;;;;;1;;;;;;;;;6;;;;;1;;1;;1;2;;;;;;;;;;;;;;2;;;;;;;;;;;
2120.5;434522;34146;144;2;;1;;;;8;;;;;2;;9;;;3;;;;;;;;;5;7;;;;;;;2;1;;;;1;;;;;;;;;;;12;5;;;;;;;1;;;1;;;;;;;;14;1;;2;;;;;;;;;;;;;;;;;;;;;;18;;;;31;;;;;;;;5;2;;;;;1;;;;;;;;;2;;;;;1;;;;6;1;;;;;;;;;;;;;;;;;;;;;;;;;
2260;434523;34493;348;13;;1;;;5;55;;;;;4;;17;;;;;;1;5;;;;;;1;;2;;;;;8;2;;;;;6;13;;;;1;;;;;;1;;;;;;;3;;;2;;;1;;;3;;2;;;;;;;1;;;;1;;2;;2;;;;;;;;;;68;;;2;109;;;;;;;;12;;;;;;1;1;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2270;434524;34494;406;10;1;5;;;;17;;;;;8;;31;;;9;;;;;;;;;1;1;;;;;;;1;1;;;;3;22;11;;;;;;;;;1;16;;1;;;;;8;;;;;;4;;;;;4;;;;;;;;;;;;;1;;1;;;;;;;;;;60;;3;1;135;;;;;;;;25;;;;;;18;;;;;;;;;;;;;;2;;1;;4;;;;;;;;;;;;;;;;;;;;;;;;;;
2280;434525;34495;319;11;;2;;;3;23;;;;;7;;19;;;3;;;1;1;;;;;2;;;;;;;;;1;;;;1;;12;1;;;4;;;;;;3;;1;;;;;3;;;;;;;;;1;;4;;;;;;;;;;;;;;;;;;;;;;;1;;94;;1;;86;;;;;;;;29;;;;;;;;;;;;;;;1;;;;;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
2354.1;434526;34656;446;6;;2;;;;19;;;;;2;;40;;;9;;;3;;;;;;4;1;;;;;;1;;;;;;1;8;16;;;;4;;;;1;;20;;;;;;;7;;;1;;;1;;;2;;10;1;;;;;;;;;;;;;;4;;;;;;;;4;;54;;2;;147;;;1;;;;;46;;;;;1;12;1;;;;;;;;1;;;;;6;;3;;3;;;;;;;;;;;;;;;2;;;;;;;;;;;
2364.3;434527;34856;350;3;5;1;;;;14;;;;;6;;14;;;17;;;2;;;;;;7;2;1;;;;;;;;;;;2;14;4;;;;;;;1;;;24;;2;;;;;4;;;;;;;;;2;;7;1;;;;;;;;;;;;;;4;;;;;;;;;;40;;1;;101;;;1;;;;;47;;;;;1;1;;;;;;;;;2;;;;1;4;;2;;10;;;;;;;;;;;;;;;2;;;;;;;;;;;
2378;434528;35025;167;;;;;;;;;;;;1;;2;;;6;;;2;;;;;;;11;;;;;;;1;;;;;1;3;5;1;;;;;;;;1;14;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;1;;61;;;;;;;;31;;;;;;;1;;;;;;;;1;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
2399.5;434529;35231;411;1;2;3;;;;7;;;;;7;;14;;;4;;;;;;;;;3;2;1;;;;;;1;;;;;3;8;6;2;;;2;;;;;;8;4;4;;;;;6;;;1;;;;;;1;;5;;;;;;;;;;;;;1;;7;;;;;;;;;;50;;;2;164;;;;;;;;76;1;;;;2;2;3;;;;;;;;;;;;2;3;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
2422.5;434530;35571;361;;;5;;;2;13;;;;;4;;41;;;2;;;;;;;;;;4;;;;;;;;3;;;;;28;11;;;;;;;;;;5;1;;;;;;2;;;;;;3;;;;;8;;;;;;;;;;;;;;;6;;;;;;;;;;57;;6;;126;;;;;;;;26;;;;;;;;;;;1;;;;1;;;;;4;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
2456.5;434531;35890;172;;;2;;;;26;;;;;1;;20;;;2;;;1;;;;;;;2;;;;;;1;1;;;;;;12;2;;;;1;;;;;1;;;;;;;;;;;3;;;3;;;1;;7;;;;;;;;;;;;;;;;;;;;;;;1;;31;;;;44;1;;;;;;;3;;;;;1;;;;;1;;;;;;;;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
2473.5;434532;36048;277;;;4;;;2;56;;;;;7;;95;;;1;;;;;;;;;;;;;;;;;2;1;;;;1;4;1;;;;2;;;;;1;1;;;;;;;3;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;5;;2;;74;;;;;;;;8;;;;;;;;;;;;;;;4;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2485.5;434533;36051;277;2;;5;;;;33;;;;;1;;54;;;4;;;1;;;;;;;1;;;;;;1;3;;;;;;5;4;;;;;;;;;;1;;;;;;;3;;;5;;;;;;;1;5;;;;;;;;;;;;;;;1;;;;;;;;;;46;;4;;84;;;;;;;;6;;;;;1;4;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2500;434534;36270;228;1;;2;;;;29;;;;;1;;31;;;;;;2;;;;;;;2;;;;;;1;1;3;;;;;20;6;1;;;6;;;;;1;1;;;;;;;2;;;8;;;2;;;3;;4;;;;;;;;;;;;;;;;;;;;;;;;;31;;3;;61;;;;;;;;2;;;;;;;;;;;;;;;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2513;434535;36335;141;;;2;;;;35;;;;;2;;23;;;;;;;;;;;;1;1;;;;;;1;;1;;;3;;4;;;;;1;;;;;1;2;;;;;;;2;1;;;;;2;;;1;3;5;1;;;;;;;;;;;;;;;;;;;;;;;;5;;2;;39;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
